Type,Name,Title,Link,Author,AuthorGH,ScreenshotUrl,Description,SP2019,Categories,ColumnTypes,Tokens,Operators,Actions,Features,Classes
Form,welcome-header,Welcome Header,https://github.com/pnp/List-Formatting/tree/master/form-samples/welcome-header,Andre Lage,aaclage,https://raw.githubusercontent.com/pnp/List-Formatting/master/form-samples/welcome-header/assets/screenshot.png,"This sample demonstrates how to display Welcome message depending on time of day, display user profile image in Forms Header.",,,,@me|@now,toLocaleTimeString|indexOf|replaceAll|getUserImage|substring,,,sp-css-color-themePrimary|sp-css-backgroundColor-themeLight|ms-fontSize-24|ms-fontWeight-semibold|ms-fontSize-12
Form,workflow-progress-header,Workflow Progress Header,https://github.com/pnp/List-Formatting/tree/master/form-samples/workflow-progress-header,Tetsuya Kawahara,tecchan1107,https://raw.githubusercontent.com/pnp/List-Formatting/master/form-samples/workflow-progress-header/assets/screenshot.gif,This sample shows a checkmark for each date field that has a value to help convey when milestones have been hit.,,Icons,,,Number,,,ms-fontColor-neutralTertiary|ms-fontColor-success|ms-fontSize-42|ms-fontSize-18
Form,wrapped-body,Wrapped Form Body,https://github.com/pnp/List-Formatting/tree/master/form-samples/wrapped-body,Chris Kent,thechriskent,https://raw.githubusercontent.com/pnp/List-Formatting/master/form-samples/wrapped-body/assets/screenshot.png,"By default, uncustomized list forms display the fields in a single column. This is generally fine, but sometimes you may want to use more horizontal space and have your fields wrap. This is not technically a format but rather a body layout. No columns or sections are specified meaning that this can be applied to any form and it won't change the order of display or what columns are visible it simply adds the wrapping.",,,,,,,,
Column,approval-buttons-setValue-status-user,Inline Approval,https://github.com/pnp/list-formatting/tree/master/column-samples/approval-buttons-setValue-status-user,Michel Mendes,michelcarlo,https://raw.githubusercontent.com/pnp/list-formatting/master/column-samples/approval-buttons-setValue-status-user/assets/screenshot.gif,"Creates buttons to approve/reject an item by updating an Approval Status field created using a choice field, and also set the value of a person field to the user who took the action by using the setValue action.",,Icons|Inline Editing,General,@me,toLowerCase,setValue,,ms-fontColor-themePrimary|ms-fontColor-themeDarker--hover
Column,approval-status-icon-color,Approval Status Icons and Colors,https://github.com/pnp/List-Formatting/tree/master/column-samples/approval-status-icon-color,Tetsuya Kawahara,tecchan1107,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/approval-status-icon-color/assets/screenshot.png,This sample demonstrates how to change icons and colors based on the value in the Approval Status column.,,Icons,Approval Status,,Number,openApprovalDialog,,ms-bgColor-white|ms-bgColor-sharedBlueMagenta10|ms-bgColor-sharedRed10|ms-bgColor-tealLight|ms-bgColor-blue|ms-fontSize-10|ms-fontColor-sharedBlueMagenta10|ms-fontColor-sharedRed10|ms-fontColor-teal|ms-fontColor-blue|ms-fontColor-white
Column,childcount-color-change,Change color based on Item Child Count,https://github.com/pnp/list-formatting/tree/master/column-samples/childcount-color-change,Marijn Somers,marijnsomers,https://raw.githubusercontent.com/pnp/list-formatting/master/column-samples/childcount-color-change/assets/screenshot.png,This sample shows the Item Child Count field as green when exactly 5 files are uploaded,,,Item Child Count,,,,,
Column,choice-country-flag,Country Flag,https://github.com/pnp/List-Formatting/tree/master/column-samples/choice-country-flag,Ganesh Sanap,ganesh-sanap,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/choice-country-flag/assets/screenshot.png,This sample demonstrates displaying the flag of the country selected in the single selection SharePoint choice column.,,Image|Inline Editing,Choice,@currentField,,,inlineEditField,
Column,color-based-smiley-face,Color Based Emojis,https://github.com/pnp/list-formatting/tree/master/column-samples/color-based-smiley-face,Siddharth Vaghasia,siddharth-vaghasia,https://raw.githubusercontent.com/pnp/list-formatting/master/column-samples/color-based-smiley-face/assets/screenshot.png,This sample displays smiley faces (emojis) based on color. The format will add a smiley face (icon) which comes from Fluent UI.,Y,Icons|Status / Progress,General,,,,,
Column,comment-count,Comment Count,https://github.com/pnp/List-Formatting/tree/master/column-samples/comment-count,Chris Kent,thechriskent,https://raw.githubusercontent.com/pnp/list-formatting/master/column-samples/comment-count/assets/screenshot.png,"This sample adds a visual indicator to a list item, showing the number of comments present on it.",,Icons,General,,,,,ms-fontColor-themePrimary|ms-fontColor-neutralTertiary
Column,currency-symbol-concatenation,Concatenate Currency Symbol,https://github.com/pnp/list-formatting/tree/master/column-samples/currency-symbol-concatenation,S Merchant,sohailmerchant,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/currency-symbol-concatenation/assets/screenshot.png,"This sample will allow the users to concatenate a currency symbol(£, $ ... etc.) to the existing data. This sample will compare two numeric columns and add a currrency symbol. In this example, two columns (Budget Approved and Expenditure To Date) from a Project Register has been used.",Y,,Currency,,,,,
Column,custom-hover-card,Custom Hover Card (Column),https://github.com/pnp/list-formatting/tree/master/column-samples/custom-hover-card,Niket Jain,NiketJain,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/custom-hover-card/assets/screenshot.png,A custom card is shown on hover of an item. The hover card shows additional details about an item's status.,,Icons|Hover Cards,General,,,,customCardProps|directionalHint,ms-fontColor-black|ms-fontColor-green|ms-borderColor-neutralSecondaryAlt|ms-fontColor-neutralSecondaryAlt
Column,date-button-setValue-today,Set Date to Today's Date (Date Only),https://github.com/pnp/list-formatting/tree/master/column-samples/date-button-setValue-today,Michel Mendes,michelcarlo,https://raw.githubusercontent.com/pnp/list-formatting/master/column-samples/date-button-setValue-today/assets/screenshot.gif,"This sample a button to 'Mark Trip as Complete' (Date Field). ",,Icons|Inline Editing,Date,@now,Number|getYear|getMonth|getDate|padStart|toString,setValue,,ms-fontColor-themePrimary|ms-fontColor-themeDarker--hover
Column,date-check-blank-format,Formatting a column when a date column is blank,https://github.com/pnp/list-formatting/tree/master/column-samples/date-check-blank-format,Ganesh Sanap,ganesh-sanap,https://raw.githubusercontent.com/pnp/list-formatting/master/column-samples/date-check-blank-format/assets/screenshot.png,"This example populates the text content and applies different classes to the Status field depending on the value inside an item's DueDate field. This example applies formatting to one field by looking at the value inside another field. Note that DueDate is referenced using the `[$FieldName]` syntax. FieldName is assumed to be the internal name of the field. This example also takes advantage of a special value that can be used in date/time fields - `@now`, which resolves to the current date/time, evaluated when the user loads the list view.",,,Date,@now,Number,,,sp-field-severity--good|sp-field-severity--warning|sp-field-severity--blocked
Column,date-compress-format,Compressed Date,https://github.com/pnp/List-Formatting/tree/master/column-samples/date-compress-format,André Lage,aaclage,https://raw.githubusercontent.com/pnp/list-formatting/master/column-samples/date-compress-format/assets/screenshot.png,This sample provide a different style to provide Date in a compress way such us align days and month and display year parallel as vertical.,,Inline Editing,Date,,getDate|getMonth|getYear,,inlineEditField,ms-fontColor-themePrimary|ms-fontColor-themeTertiary|ms-fontColor-themeTertiary--hover|ms-borderColor-themePrimary|ms-fontWeight-bold|ms-fontSize-10|ms-fontSize-16|ms-fontSize-20
Column,date-day-counter,Days Counter,https://github.com/pnp/List-Formatting/tree/master/column-samples/date-day-counter,Tanel Vahk,tvahk,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/date-day-counter/assets/screenshot.png,"This sample shows how many days are left until a date or how many days have passed since a date, right inside a SharePoint list column. Color-coded for quick scanning.",,Icons,Date,@now,Date|floor|toString,,,
Column,date-difference,Date Difference,https://github.com/pnp/List-Formatting/tree/master/column-samples/date-difference,Chris Kent,thechriskent,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/date-difference/assets/screenshot.png,"This sample demonstrates calculating the difference between 2 dates. In this sample the age in years is calculated based on the date of birth and the date of death. This format could easily be adjusted to calculate a different unit of time (months, days, hours, minutes, etc.) by adjusting the multiplier.",,,Date,,Number|floor,,,
Column,date-monthly-emoji,Monthly Emoji,https://github.com/pnp/List-Formatting/tree/master/column-samples/date-monthly-emoji,Tetsuya Kawahara,tecchan1107,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/date-monthly-emoji/assets/screenshot.png,This sample demonstrates how to display a emoji representing the month of the date to the left of the date.,,,Date,,getMonth,,,
Column,date-notation,Date Notation,https://github.com/pnp/List-Formatting/tree/master/column-samples/date-notation,Django Lohn,m3ngi3,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/date-notation/assets/screenshot.png,This sample provides a way to make sure that the notation of a date and time column in SharePoint is forced in a specific notation.,,,Date,,getDate|getMonth|getYear|substring|endsWith|toLocaleTimeString|Number,,,
Column,date-page-a-day-calendar,Page-a-day Calendar,https://github.com/pnp/List-Formatting/tree/master/column-samples/date-page-a-day-calendar,Tetsuya Kawahara|Watana,tecchan1107,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/date-page-a-day-calendar/assets/screenshot.png,"This sample customizes a date column to look like a page-a-day calendar. It does this by using the date part functions (`getDate`, `getMonth`, and `getYear`).",,,Date,@now,floor|getDate|getMonth|getYear|split|Number|substring|toDateString|toString|ceiling|Date,,forEach,ms-fontColor-themePrimary|ms-fontWeight-bold|ms-bgColor-themePrimary|ms-fontColor-white|ms-borderColor-themePrimary|ms-fontSize-20| ms-fontSize-18
Column,date-range-format,Overdue Date,https://github.com/pnp/list-formatting/tree/master/column-samples/date-range-format,Vesa Juvonen,VesaJuvonen,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/date-range-format/assets/screenshot.png,"This example colors the current field red when the value inside an item's DueDate is before the current date/time. Unlike some of the previous examples, this example applies formatting to one field by looking at the value inside another field. Note that DueDate is referenced using the [$FieldName] syntax. FieldName is assumed to be the internal name of the field. This example also takes advantage of a special value that can be used in date/time fields - `@now`, which resolves to the current date/time, evaluated when the user loads the list view.",Y,Status / Progress,Date,@now,,,,ms-fontColor-redDark|ms-fontWeight-semibold
Column,date-range-rag,Red-Amber-Green (RAG) Bars Based on Date Ranges,https://github.com/pnp/list-formatting/tree/master/column-samples/date-range-rag,Christopher Parker|Joe Ayre,ChrispyBites,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/date-range-rag/assets/screenshot.png,This example creates colored data bars on the current field based on `DueDate` and `StartDate` fields compared to the current date/time.,Y,Severity,Date,@now,Number|Date|floor,,,ms-fontColor-neutralSecondary|sp-field-severity--good|sp-field-severity--warning|sp-field-severity--severeWarning|ms-fontColor-neutralSecondary
Column,date-update-format,Date Update Format,https://github.com/pnp/List-Formatting/tree/master/column-samples/date-update-format,André Lage,aaclage,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/date-update-format/assets/screenshot.gif,Demonstrates updating a date value directly from the format.,,Icons|Inline Editing,Date,@now,Date|toLocaleDateString|length|addDays|addYears,setValue,inlineEditField,
Column,date-world-time,World Time,https://github.com/pnp/List-Formatting/tree/master/column-samples/date-world-time,Tetsuya Kawahara,tecchan1107,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/date-world-time/assets/screenshot.png,This sample demonstrates displaying the times of countries and regions of the world for a date column value that includes the time.,,Hover Cards|Icons,Date,,toString|Number|abs|floor|ceiling|padStart|split|replaceAll|indexOf|substring,,customCardProps|directionalHint|forEach,ms-bgColor-themePrimary|ms-bgColor-themeLight|ms-bgColor-neutralPrimary--hover|ms-bgColor-neutralTertiary|ms-fontColor-themePrimary|ms-fontColor-white|ms-bgColor-themePrimary--hover|ms-fontColor-white--hover
Column,file-thumbnail,File Thumbnails,https://github.com/pnp/list-formatting/tree/master/column-samples/file-thumbnail,Chris Kent|Tetsuya Kawahara,thechriskent,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/file-thumbnail/assets/screenshot.gif,Utilizes the @thumbnail placeholder token to create an inline preview for document libraries.,,Document Library|Hover Cards,General,@thumbnail,,,customCardProps|directionalHint,
Column,filename-highlight-non-empty-folders,Highlight non-empty folder,https://github.com/pnp/list-formatting/tree/master/column-samples/filename-highlight-non-empty-folders,Moritz Lickert,MoeIcI,https://raw.githubusercontent.com/pnp/list-formatting/master/column-samples/filename-highlight-non-empty-folders/assets/screenshot.png,This sample shows how folders can be highlighted or grayed out depending on whether they are empty or not,,Document Library|Icons|Hover Cards,Filename,,indexOf,defaultClick|openContextMenu|share,customCardProps|beakStyle|directionalHint,ms-bgColor-gray60--hover|ms-fontColor-black|ms-fontColor-black|ms-fontColor-black|ms-fontColor-gray120|ms-fontColor-gray120|ms-fontColor-neutralDark--hover|ms-fontColor-white|ms-fontWeight-semibold|ms-fontWeight-semibold|ms-Link
Column,generic-action-buttons,Incident Action Buttons,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-action-buttons,Luise Freese,LuiseFreese,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-action-buttons/assets/screenshot.png,Adds Escalate and Resolve buttons to incident lists using column formatting and executeFlow.,,Power Automate,General,,,executeFlow,,
Column,generic-approval-status-hover-card,Approval Status Hover Card,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-approval-status-hover-card,Django Lohn,m3ngi3,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-approval-status-hover-card/assets/screenshot.png,Adds a hover card with additional details when using Content Approval,,Icons|Hover Cards,General,,toLocaleDateString,,customCardProps|directionalHint,ms-fontColor-themePrimary|ms-fontColor-themeDarker--hover|ms-fontColor-black|ms-fontColor-neutralSecondaryAlt|ms-fontColor-red|ms-fontColor-green|ms-fontColor-orange|ms-borderColor-green|ms-borderColor-neutralSecondaryAlt|ms-fontColor-themeDark|ms-fontColor-themeDarker
Column,generic-blurred,Blurred Field Value,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-blurred,Julien Aubert,JulienVLC,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-blurred/assets/screenshot.png,This format demonstrates how to blur the value of a field. You can use this formatting when you want to share your screen for a demo and don't want to display real data.,,,General,,,,,
Column,generic-bubble-chart,Bubble Chart Column Formatting,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-bubble-chart,Sai Bandaru,saiiiiiii,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-bubble-chart/assets/screenshot.png,This sample demonstrates how to use SharePoint Column Formatting to generate a dynamic bubble chart for list items.,,,General,,indexOf,,,
Column,generic-calculator,Calculator,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-calculator,André Lage,aaclage,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-calculator/assets/screenshot.gif,This sample includes design capabilities and formulas to simulate a simple calculator.,,Inline Editing,General,,toString|Number|indexOf|length|substring|lastIndexOf,setValue,,ms-bgColor-themePrimary|ms-bgColor-themeLight--hover|ms-bgColor-themeLighter|ms-bgColor-sharedOrange20--hover|ms-bgColor-sharedOrange10|ms-fontColor-themePrimary|ms-fontColor-white|ms-fontWeight-semibold|ms-fontSize-16|ms-fontSize-14
Column,generic-card-with-buttons,Format a row as a card with buttons,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-card-with-buttons,Luise Freese,LuiseFreese,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-card-with-buttons/assets/screenshot.png,"This is a sample that enables you to show content of various columns (single line of text, person) in a modern card design. It also shows two buttons that can call Power Automate flows for actions like sending emails or scheduling meetings.",,Power Automate,General,,getUserImage,executeFlow,,ms-fontWeight-semibold
Column,generic-centered-content,Centered Content,https://github.com/pnp/list-formatting/tree/master/column-samples/generic-centered-content,Chris Kent,thechriskent,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-centered-content/assets/screenshot.png,Demonstrates making your content be both vertically and horizontally centered (in the middle) within the cell.,Y,,General,,,,,
Column,generic-column-chart,Inline Column Chart,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-column-chart,Tetsuya Kawahara,tecchan1107,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-column-chart/assets/screenshot.png,This sample demonstrates displaying a column chart using SVG. It uses the `currentColor` for the fill value of the SVGs which allows us to use a theme class to make the final SVGs fit your site's theme.,,SVG,General,,,,,ms-fontColor-themePrimary
Column,generic-comment-count,Display Comment Count,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-comment-count,Tetsuya Kawahara,tecchan1107,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-comment-count/assets/screenshot.png,This sample shows the comment count for a list item.,,Icons,General,,,,,ms-fontColor-themePrimary|ms-fontSize-m
Column,generic-context-menu,Context Menu,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-context-menu,Larry Pfaff|Watana,jaxkookie,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-context-menu/assets/screenshot.png,"The sample is a simple version of the current context menu. It allows you to customize the menu options and link to the most user of visited links. You can add links to Flows, web pages, or other items specific the the item it is on.",,Icons|Hover Cards,General,@currentWeb,substring|lastIndexOf,defaultClick|executeFlow|editProps|delete,customCardProps|beakStyle|directionalHint,ms-borderColor-ThemeLight|ms-fontColor-red--hover ms-font-l|ms-fontColor-black--hover|ms-fontColor-themeLighter|ms-bgColor-themeLighter--hover|ms-bgColor-gray50--hover|ms-bgColor-success--hover|ms-fontColor-black--hover|ms-Link|ms-bgColor-themePrimary
Column,generic-custom-hover-card-approvers,Custom Approver Hover Card,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-custom-hover-card-approvers,Sudeep Ghatak,sudeepghatak,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-custom-hover-card-approvers/assets/screenshot.png,"The approval hover card provides an intuitive, streamlined way for users to quickly access key details about an approval details without navigating away from their current task or screen.",,Hover Cards,General,,getUserImage,,customCardProps|directionalHint,
Column,generic-download-file-button,Download File Button,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-download-file-button,Ganesh Sanap,ganesh-sanap,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-download-file-button/assets/screenshot.png,This sample demonstrates adding a button within a document library view which downloads the file.,,,General,@currentWeb,,,,ms-bgColor-themePrimary|ms-fontColor-white
Column,generic-dynamic-colored-pills,Dynamic Colored Pills,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-dynamic-colored-pills,Larry Pfaff,jaxkookie,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-dynamic-colored-pills/assets/screenshot.png,This sample demonstrates how to dynamically add colored pills to lookup columns.,,,General,,ceiling|pow,,,
Column,generic-eisenhower-matrix,Task Matrix,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-eisenhower-matrix,Larry Pfaff,jaxkookie,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-eisenhower-matrix/assets/screenshot.png,"The Eisenhower Matrix is like a map for managing your tasks. It helps you decide what needs to be done first, what can wait, what can be given to someone else, and what can be left aside.",,,General,,|,,,
Column,generic-embed-file-preview,File Preview Callout with the embed Action,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-embed-file-preview,Tetsuya Kawahara,tecchan1107,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-embed-file-preview/assets/screenshot.png,This sample demonstrates how to display a file preview from a document library or Site Pages inside a callout using the embed action. This allows users to view file contents without leaving the current page.,,Icons|Hover Cards,General,@currentWeb|@window.innerHeight|@window.innerWidth,,embed,customCardProps|beakStyle|directionalHint,ms-bgColor-themeLighter|ms-bgColor-themePrimary--hover|ms-fontColor-neutralPrimary|ms-fontColor-white--hover|ms-fontSize-s|ms-fontSize-m
Column,generic-file-preview,File Preview,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-file-preview,Geert de Kooter,gdk-max,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-file-preview/assets/screenshot.png,This sample opens Microsoft Office documents in full screen within a new tab. This is the same view as used in the fileviewer webpart (no toolbars).,,Icons,General,@currentWeb,,,,ms-fontColor-themePrimary|ms-fontColor-themeDark|ms-fontColor-themeDark--hover
Column,generic-filepicker,File Picker,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-filepicker,André Lage,aaclage,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-filepicker/assets/screenshot.gif,This sample demonstrates how to prompt users to copy a file link from a specific library and displays it in the column.,,Icons|Inline Editing,General,@currentWeb,length,setValue,inlineEditField,ms-fontColor-themePrimary|ms-fontSize-20
Column,generic-flow-status,Flow Status,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-flow-status,Chris Kent,thechriskent,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-flow-status/assets/screenshot.png,This sample conditionally shows a button to launch a flow. Additional details are provided to customize the flow panel title and button. This provides context to users and is often far more meaningful than the default of 'Run Flow' which generally doesn't mean much to end users.,,Icons|SVG|Power Automate|Hover Cards,General,,startsWith,executeFlow,customCardProps,ms-fontColor-themePrimary|ms-fontColor-themePrimary--hover|ms-bgColor-themeTertiary|ms-bgColor-themeTertiary--hover|ms-fontColor-neutralPrimary|ms-fontColor-neutralSecondary|ms-bgColor-white|ms-font-xl|ms-font-l
Column,generic-gamification,Gamification Badges,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-gamification,Sai Bandaru,saiiiiiii,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-gamification/assets/screenshot.png,This sample demonstrates how to create dynamic Gamification badges in SharePoint columns based on score values with visual indicators and tooltips.,,,General,@currentWeb,Number,,,
Column,generic-gantt-chart,Gantt Chart,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-gantt-chart,Tetsuya Kawahara,tecchan1107,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-gantt-chart/assets/screenshot.png,"This sample demonstrates the use of the Calculated column to generate a string for displaying a Gantt chart, and then parses the string to display the Gantt chart.",,Hover Cards|Icons|Inline Editing,General,@now,replaceAll|substring|indexOf|Number|Date|loopIndex,,customCardProps|inlineEditField|forEach|directionalHint,ms-bgColor-themeLight|ms-bgColor-themeLighter--hover|ms-bgColor-themePrimary|ms-fontSize-s|ms-fontSize-xs
Column,generic-gauge,Generic Gauge,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-gauge,Chris Kent,thechriskent,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-gauge/assets/screenshot.png,This sample demonstrates combining a fixed SVG (gauge background) with a dynamic SVG (needle). The values are based on text values (choice or text).,,SVG,General,,toString|cos|sin,,,
Column,generic-hourglass,Display Hourglass,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-hourglass,Tetsuya Kawahara,tecchan1107,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-hourglass/assets/screenshot.png,This sample demonstrates displaying an hourglass.,,Hover Cards,General,@now,Number|floor,,customCardProps|directionalHint,ms-bgColor-themeDarker|ms-fontColor-themePrimary|ms-fontColor-themeDark--hover|ms-fontColor-themeDarker|ms-fontColor-neutralQuaternaryAlt
Column,generic-hyperlink-thumbnail,File Thumbnails or Hyperlinks,https://github.com/pnp/list-formatting/tree/master/column-samples/generic-hyperlink-thumbnail,Josef Lahmer,josy1024,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-hyperlink-thumbnail/assets/screenshot.png,This example uses a column to generate a hyperlink to the Item Thumbnail for a document library.,Y,Document Library,General,@currentWeb,,,,
Column,generic-hyperlink-values,Dynamic Links,https://github.com/pnp/list-formatting/tree/master/column-samples/generic-hyperlink-values,Vesa Juvonen,VesaJuvonen,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-hyperlink-values/assets/screenshot.png,"This example shows how to turn a text field that contains stock ticker symbols into a hyperlink that targets the Yahoo Finance real-time quotes page for that stock ticker. The example uses a + operator that appends the current field value to the static hyperlink http://finance.yahoo.com/quote/. You can extend this pattern to any scenario in which you want users to view contextual information related to an item, or you want to start a business process on the current item, as long as the information or process can be accessed via a hyperlink parameterized with values from the list item.",Y,,General,,,,,
Column,generic-icon-overlay,Icon Overlays,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-icon-overlay,Chris Kent,thechriskent,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-icon-overlay/assets/screenshot.png,You can UI Fabric Icons within your column and view formats. This sample demonstrates combining multiple icons by overlaying to create colorful icons that can indicate more information than a single icon can.,,Icons,General,,,,,ms-fontColor-black|ms-fontColor-yellow|ms-fontColor-themePrimary|ms-fontColor-green|ms-fontColor-blue|ms-fontColor-magentaLight|ms-fontColor-redDark|ms-fontColor-red
Column,generic-identicon,Identicon Column Formatting,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-identicon,Sai Bandaru,saiiiiiii,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-identicon/assets/screenshot.png,This sample demonstrates how to use SharePoint Column Formatting to generate Identicons for list items.,,,General,,Number,,,
Column,generic-image-download,Download Image from SharePoint Image column,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-image-download,Ganesh Sanap,ganesh-sanap,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-image-download/assets/screenshot.png,This sample demonstrates adding a button within a SharePoint Online/Microsoft Lists view which downloads the image from image column.,,Icons,General,@currentWeb,,,,ms-bgColor-themePrimary|ms-fontColor-white|ms-fontSize-m
Column,generic-issuestatus-pill,"Issue Status Pill ",https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-issuestatus-pill,Hugo Bernier,hugoabernier,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-issuestatus-pill/assets/screenshot.png,This format demonstrates how you can reproduce the status choices as pills found in the Microsoft Lists Issue Tracker template..,,Icons,General,,,,,sp-css-backgroundColor-errorBackground50|sp-css-backgroundColor-errorBackground|sp-css-color-redDark|sp-css-backgroundColor-neutralBackground10|sp-css-backgroundColor-successBackground40|sp-css-color-green|sp-css-backgroundColor-warningBackground50|sp-css-color-themeDarker|sp-css-backgroundColor-blueBackground07|sp-css-backgroundColor-blueBackground17|sp-css-color-neutralPrimary|sp-css-color-blue|sp-css-color-red|sp-css-backgroundColor-blue|sp-css-color-themeDark
Column,generic-item-version-history,Item Version History,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-item-version-history,Dan Toft,Tanddant,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-item-version-history/assets/screenshot.gif,This sample demonstrates how to build a button to display the version history of an item in SharePoint Online.,,Icons,General,@currentWeb,,,,
Column,generic-launch-powerapp,Launch Power App Button,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-launch-powerapp,Chris Kent,thechriskent,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-launch-powerapp/assets/screenshot.png,Providing a direct link to an item within Power Apps is easy to do using this sample. To use it follow the instructions below to get the link to your Power App (and replace that portion of the format).,,Power Apps|Icons,General,,,,,ms-fontColor-themePrimary|ms-fontColor-themeDark|ms-fontColor-themeDark--hover|ms-font-xxl
Column,generic-like-dislike-bar,Like/Dislike Bar,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-like-dislike-bar,Tetsuya Kawahara,tecchan1107,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-like-dislike-bar/assets/screenshot.png,This sample demonstrates displaying a Like/Dislike bar that visualizes the ratio of Like to Dislike users.,,Hover Cards,General,,length|floor,,customCardProps|directionalHint,ms-bgColor-red|ms-bgColor-redDark--hover|ms-bgColor-teal--hover|ms-bgColor-tealLight|ms-bgColor-sharedGray10|ms-fontColor-red|ms-fontColor-tealLight
Column,generic-like-unlike,Like/Unlike List Item,https://github.com/pnp/List-Formatting/tree/master/column-samples/generic-like-unlike,Ganesh Sanap,ganesh-sanap,https://raw.githubusercontent.com/pnp/List-Formatting/master/column-samples/generic-like-unlike/assets/screenshot.gif,Demonstrates how to like/unlike a list item.,,Icons|Inline Editing,General,@me,indexOf|appendTo|removeFrom,setValue,,ms-fontColor-themePrimary
